category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id
Health,d3d8c3ee,True,Debit Card,576.06,343674dd,Bandages,8,1,Chicago,USA,NY,7518 Oak St,44628,"trending,new,exclusive",2024-10-05 15:28:40,e3746a65-2fc7-4e89-8d74-d28e92981eb8
Home & Kitchen,33fb5aef,False,Cash,356.93,a1924073,Plates,1,2,New York,USA,AZ,8543 Maple St,57192,limited,2024-04-24 14:28:40,364f9116-7c2b-4c1a-a7de-4dd0bbe001b2
Books,e8f04601,False,PayPal,212.73,d037a098,History,9,3,New York,USA,NY,4072 Oak St,54323,"trending,new",2025-01-17 09:28:40,a1e170cd-29d2-418e-a2cb-a9a400947677
Electronics,d2102848,False,Credit Card,639.18,231d47b7,Camera,6,4,Chicago,USA,CA,3909 Cedar St,64644,,2025-01-20 12:32:40,d84de8ee-033f-45f5-806c-ce7f747a1e63
Clothing,c1759df4,False,Cash,316.66,7dd77a7f,Shoes,6,4,Chicago,USA,IL,1814 Pine St,81187,"new,sale",2024-10-09 14:05:40,74f18aea-6736-47bf-b6b2-71b91a6b25c6
Home & Kitchen,bf6dc7ee,False,Credit Card,627.11,93639799,Toaster,5,5,New York,USA,NY,3158 Oak St,27597,"limited,exclusive,trending",2024-07-21 05:07:40,6b1e5eb4-fcee-4775-8113-5291e14b9271
Clothing,af1da8d8,True,Cash,31.5,b884b013,Jeans,5,,Houston,USA,IL,3809 Maple St,66856,exclusive,2024-10-12 12:17:40,d5a32210-8c7a-4f9c-85c2-d3bb35e04c55
Grocery,56ac591a,False,Cash,834.5,2947f772,Coffee,4,2,Chicago,USA,AZ,7894 Oak St,61681,"exclusive,sale,limited",2024-05-30 20:25:40,c981f68c-9358-4f65-99ac-09c535a4e469
Electronics,6c681278,True,PayPal,79.44,21b1f7dc,Laptop,7,5,Chicago,USA,AZ,5143 Maple St,33212,,2024-04-26 22:40:40,3daf9e2b-fc8b-412a-b8e3-afdbef5ec22c
Sports,9d356098,False,Credit Card,135.31,1e2b984a,Dumbbells,2,,Phoenix,USA,NY,7469 Main St,27841,,2024-04-25 17:20:40,9139eb90-8f29-4e15-a798-39172848d78a
Electronics,c8a18480,True,Gift Card,305.77,41b0e6ff,Headphones,4,5,Houston,USA,NY,719 Maple St,65748,,2024-03-24 13:25:40,f7e1efd8-2ce7-46af-85e0-e2c2e74d62f7
Automotive,a4d6fd0c,True,Gift Card,355.97,69a9716c,Air Freshener,3,5,New York,USA,AZ,5757 Pine St,53298,exclusive,2024-11-03 14:12:40,d44b5045-755e-4068-b64d-74c05c0e5112
Beauty,31cbef0a,False,Bank Transfer,109.69,d5edc75b,Face Cream,2,2,Los Angeles,USA,AZ,2336 Main St,66889,"limited,new",2024-07-03 18:53:40,c5272acf-53db-4ae5-9ee0-22f0e3087ba1
Health,c3781951,True,Credit Card,773.81,d2312daa,Bandages,10,1,Phoenix,USA,CA,8998 Cedar St,94792,new,2024-05-12 18:07:40,4952ff5c-95b9-4faf-9813-e4a7c99aa19f
Home & Kitchen,c1211719,True,PayPal,602.39,d84847c4,Knife Set,10,,Phoenix,USA,IL,1094 Oak St,35309,,2024-06-27 04:54:40,86fe5242-5cdc-40a3-98d8-febf3f10c825
Health,5a759a8b,False,PayPal,150.26,361b2696,Vitamins,1,,Los Angeles,USA,IL,210 Oak St,54201,"trending,new",2024-06-03 11:11:40,f5c1ec20-5539-4b34-a51a-5e96b664c652
Beauty,0dcd314c,True,Cash,855.76,6d345643,Perfume,5,2,Los Angeles,USA,TX,8010 Cedar St,73871,exclusive,2024-05-05 08:32:40,13495be5-9b9f-413a-9d40-fb1bb1e1ecf8
Clothing,3b269c61,False,Bank Transfer,757.02,500a4057,Jacket,2,3,Chicago,USA,CA,8111 Maple St,82551,"trending,new,limited",2024-10-07 15:36:40,1fa586ad-3391-4c53-bf09-8559a97f705e
Sports,b48c5b5d,True,PayPal,761.89,2b44c681,Bicycle,5,,Phoenix,USA,CA,5627 Oak St,99644,trending,2024-06-26 13:05:40,e71c24a9-8afb-4bd6-8795-b6aa8fab4704
Clothing,b0cd0d9b,False,Cash,557.24,48c26165,Hat,3,5,Phoenix,USA,AZ,9002 Main St,37148,"limited,exclusive,trending",2025-03-06 22:17:40,cc6cac85-2e80-4893-a17c-20e40a9a6b4e
Home & Kitchen,3e08997d,True,Credit Card,957.74,949d33ad,Plates,6,2,Chicago,USA,CA,1508 Oak St,26805,"limited,new,trending",2024-07-10 21:33:40,04740b7d-c751-4a9e-8689-5673de34391a
Health,d7b83fff,False,Bank Transfer,305.46,8e5184f7,Pain Reliever,2,3,Chicago,USA,NY,3181 Main St,19260,sale,2024-06-06 23:01:40,34b1b86c-f6e0-463f-b9cc-002cbe81440c
Automotive,a06e0145,True,Gift Card,762.81,17c56972,Floor Mats,1,,Phoenix,USA,TX,4784 Main St,18005,"sale,limited",2024-10-10 10:25:40,f5de4af3-fadd-440d-b151-a1de1ffa3de9
Grocery,12860803,False,Credit Card,501.16,aca9fbd0,Snacks,9,1,Chicago,USA,TX,293 Maple St,16478,,2024-10-05 05:45:40,08936488-ce98-4deb-9668-a60f9c097649
Automotive,e5774eca,True,Bank Transfer,277.67,2ac57b2c,Tire Gauge,7,5,Chicago,USA,AZ,2778 Oak St,34761,"exclusive,limited",2024-12-09 13:56:40,9864b98c-b191-47bf-9962-3f5e6bea31e4
Clothing,3da7de3a,True,Gift Card,708.62,37b0d9e1,Jacket,3,,Phoenix,USA,IL,3474 Cedar St,51474,"trending,sale,exclusive",2024-08-21 15:28:40,34dba68e-5c46-43a4-8368-93f70caf7264
Health,dd7103a1,True,Debit Card,714.28,7cb554ac,First Aid Kit,7,,Phoenix,USA,AZ,2942 Cedar St,77046,"sale,new",2024-08-16 17:01:40,b65976ae-8a7f-47bf-907c-9cd5ab5420cf
Books,bffcf273,False,Credit Card,766.89,bf68dcb5,Science Fiction,2,,Phoenix,USA,CA,3290 Main St,32441,"trending,limited",2024-09-05 02:28:40,4cb3299a-bf97-4823-a45c-b7f4441f2d24
Beauty,185a0395,False,Cash,653.45,126b1b04,Nail Polish,3,2,Phoenix,USA,CA,4036 Main St,47490,"limited,sale,new",2024-08-03 16:30:40,1c7e82ed-a291-4f21-b466-76c0481e3db1
Health,3125dc92,False,Debit Card,985.18,090089c2,Thermometer,3,3,Houston,USA,CA,2662 Main St,36898,"exclusive,new,trending",2024-03-21 03:26:40,6e583ffc-e784-4d69-88a7-1b5ea77a63d3
Books,bfd1b063,True,PayPal,181.76,070e69e7,Fiction Novel,7,3,New York,USA,TX,1727 Oak St,48687,"exclusive,limited,trending",2024-07-09 14:46:40,2e1ff2f7-8d45-49d0-899e-25583e4cc6e7
Automotive,a572599d,True,Debit Card,36.53,1854c5cc,Floor Mats,5,,Chicago,USA,NY,3052 Main St,61112,"limited,exclusive,new",2024-03-31 04:47:40,ca9b71a8-4543-4cc4-a9cc-01ca8d36fe92
Sports,e4ca89cb,True,Debit Card,346.12,b99943df,Tennis Racket,3,2,New York,USA,AZ,4044 Pine St,86965,"exclusive,new",2025-03-11 05:00:40,746792ca-c5b3-460d-859f-a23b0ce0160e
Books,7d2be145,False,Bank Transfer,38.23,2eebd5b8,Fiction Novel,6,5,Houston,USA,TX,2130 Oak St,17511,sale,2025-01-31 14:20:40,6e67294f-3d59-46f0-b5ce-d3a0588c9d9d
Automotive,6302143c,True,Gift Card,324.27,f6bc8ada,Floor Mats,5,2,New York,USA,AZ,3640 Maple St,89123,"new,exclusive,trending",2024-12-02 16:33:40,a23006fd-fc2a-4402-ad5b-bc80404beddb
Automotive,d0eab206,False,Debit Card,580.31,e662967e,Tire Gauge,8,3,Houston,USA,IL,7656 Cedar St,61126,new,2024-12-19 23:47:40,d009d4c9-d383-475a-93ca-891e515c52ee
Health,98980692,False,Bank Transfer,492.57,6cefc735,Thermometer,4,,Houston,USA,TX,1484 Oak St,74419,,2024-09-23 00:07:40,4edaeaab-d40a-4e30-b4fb-a40b753f714b
Toys,b5f2e7a9,False,Debit Card,349.62,2e72d2a8,Doll,5,1,Los Angeles,USA,IL,8455 Cedar St,75304,"limited,sale,new",2024-05-22 12:28:40,90ae3d14-c662-4d61-8a15-5058ca5956dd
Books,35bb4f4f,False,Bank Transfer,924.71,c088b3b6,Biography,1,3,Chicago,USA,AZ,4695 Cedar St,69236,"trending,exclusive,sale",2024-05-18 22:58:40,e9f6eefc-fc53-4c65-a608-58d2a612e4df
Automotive,269c1be9,False,Debit Card,572.22,31fa0064,Jump Starter,10,3,Houston,USA,AZ,7249 Cedar St,33639,"trending,sale,limited",2025-02-27 10:24:40,ecb5c058-a843-47db-a239-02d28a5f1b81
Electronics,335f8057,True,Credit Card,628.18,d75df9ca,Smart Watch,9,1,Houston,USA,NY,7525 Oak St,72895,exclusive,2024-10-23 04:26:40,90436e82-a0fb-4fa5-987d-28afa7112d79
Beauty,b1b9a2ea,True,Cash,100.51,9325312d,Shampoo,8,2,New York,USA,CA,6009 Oak St,46656,"limited,sale,exclusive",2024-10-08 18:29:40,e9fe5d9b-fe74-4c9f-b307-b497b282795f
